person_id,name,age,city,role
P05887,Person_05887,48,Jaipur,Person of Interest
P05888,Person_05888,63,Mumbai,Suspect
P05889,Person_05889,57,Jaipur,Suspect
P05890,Person_05890,45,Vadodara,Suspect
P05891,Person_05891,49,Hyderabad,Associate
P05892,Person_05892,29,Delhi,Person of Interest
P05893,Person_05893,44,Indore,Witness
P05894,Person_05894,52,Delhi,Person of Interest
P05895,Person_05895,41,Surat,Associate
P05896,Person_05896,25,Mumbai,Person of Interest
P05897,Person_05897,25,Rajkot,Person of Interest
P05898,Person_05898,48,Vadodara,Associate
P05899,Person_05899,56,Ahmedabad,Suspect
P05900,Person_05900,31,Kolkata,Suspect
P05901,Person_05901,36,Pune,Suspect
P05902,Person_05902,23,Hyderabad,Associate
P05903,Person_05903,35,Pune,Suspect
P05904,Person_05904,26,Jaipur,Suspect
P05905,Person_05905,61,Ahmedabad,Suspect
P05906,Person_05906,44,Jaipur,Suspect
P05907,Person_05907,61,Ahmedabad,Associate
P05908,Person_05908,43,Delhi,Associate
P05909,Person_05909,26,Ahmedabad,Person of Interest
P05910,Person_05910,59,Pune,Suspect
P05911,Person_05911,39,Indore,Suspect
P05912,Person_05912,63,Delhi,Suspect
P05913,Person_05913,23,Surat,Suspect
P05914,Person_05914,39,Delhi,Associate
P05915,Person_05915,53,Hyderabad,Person of Interest
P05916,Person_05916,31,Pune,Associate
P05917,Person_05917,28,Ahmedabad,Suspect
P05918,Person_05918,31,Hyderabad,Person of Interest
P05919,Person_05919,26,Bengaluru,Suspect
P05920,Person_05920,28,Surat,Suspect
P05921,Person_05921,28,Pune,Suspect
P05922,Person_05922,47,Bengaluru,Suspect
P05923,Person_05923,45,Delhi,Associate
P05924,Person_05924,60,Hyderabad,Person of Interest
P05925,Person_05925,26,Kolkata,Associate
P05926,Person_05926,64,Ahmedabad,Suspect
P05927,Person_05927,22,Jaipur,Suspect
P05928,Person_05928,51,Pune,Person of Interest
P05929,Person_05929,47,Mumbai,Person of Interest
P05930,Person_05930,56,Rajkot,Suspect
P05931,Person_05931,60,Bengaluru,Suspect
P05932,Person_05932,55,Delhi,Associate
P05933,Person_05933,52,Surat,Person of Interest
P05934,Person_05934,47,Surat,Associate
P05935,Person_05935,26,Mumbai,Associate
P05936,Person_05936,42,Surat,Suspect
P05937,Person_05937,57,Mumbai,Suspect
P05938,Person_05938,42,Bengaluru,Suspect
P05939,Person_05939,46,Pune,Associate
P05940,Person_05940,23,Surat,Suspect
P05941,Person_05941,35,Vadodara,Suspect
P05942,Person_05942,36,Ahmedabad,Person of Interest
P05943,Person_05943,24,Delhi,Person of Interest
P05944,Person_05944,32,Ahmedabad,Suspect
P05945,Person_05945,32,Delhi,Person of Interest
P05946,Person_05946,36,Mumbai,Suspect
P05947,Person_05947,34,Rajkot,Suspect
P05948,Person_05948,40,Kolkata,Person of Interest
P05949,Person_05949,57,Delhi,Suspect
P05950,Person_05950,21,Pune,Associate
P05951,Person_05951,21,Bengaluru,Suspect
P05952,Person_05952,38,Bengaluru,Person of Interest
P05953,Person_05953,46,Bengaluru,Associate
P05954,Person_05954,40,Pune,Person of Interest
P05955,Person_05955,21,Hyderabad,Associate
P05956,Person_05956,24,Pune,Suspect
P05957,Person_05957,31,Rajkot,Suspect
P05958,Person_05958,55,Vadodara,Suspect
P05959,Person_05959,42,Rajkot,Witness
P05960,Person_05960,51,Pune,Suspect
P05961,Person_05961,36,Jaipur,Suspect
P05962,Person_05962,22,Delhi,Suspect
P05963,Person_05963,55,Pune,Suspect
P05964,Person_05964,60,Pune,Suspect
P05965,Person_05965,22,Kolkata,Person of Interest
P05966,Person_05966,49,Indore,Associate
P05967,Person_05967,28,Jaipur,Witness
P05968,Person_05968,55,Bengaluru,Associate
P05969,Person_05969,44,Rajkot,Person of Interest
P05970,Person_05970,64,Kolkata,Suspect
P05971,Person_05971,39,Hyderabad,Suspect
P05972,Person_05972,43,Vadodara,Suspect
P05973,Person_05973,48,Kolkata,Witness
P05974,Person_05974,29,Bengaluru,Associate
P05975,Person_05975,47,Surat,Person of Interest
P05976,Person_05976,25,Pune,Associate
P05977,Person_05977,52,Mumbai,Suspect
P05978,Person_05978,39,Kolkata,Witness
P05979,Person_05979,24,Vadodara,Witness
P05980,Person_05980,35,Ahmedabad,Person of Interest
P05981,Person_05981,62,Bengaluru,Suspect
P05982,Person_05982,34,Kolkata,Person of Interest
P05983,Person_05983,38,Surat,Associate
P05984,Person_05984,35,Ahmedabad,Person of Interest
P05985,Person_05985,40,Indore,Suspect
P05986,Person_05986,22,Surat,Suspect
P05987,Person_05987,46,Hyderabad,Suspect
P05988,Person_05988,56,Kolkata,Suspect
P05989,Person_05989,26,Pune,Person of Interest
P05990,Person_05990,32,Mumbai,Person of Interest
P05991,Person_05991,61,Jaipur,Suspect
P05992,Person_05992,38,Surat,Suspect
P05993,Person_05993,54,Mumbai,Associate
P05994,Person_05994,21,Pune,Person of Interest
P05995,Person_05995,24,Kolkata,Suspect
P05996,Person_05996,47,Kolkata,Suspect
P05997,Person_05997,28,Delhi,Person of Interest
P05998,Person_05998,61,Hyderabad,Suspect
P05999,Person_05999,63,Jaipur,Suspect
P06000,Person_06000,59,Rajkot,Person of Interest
P06001,Person_06001,57,Surat,Suspect
P06002,Person_06002,53,Rajkot,Suspect
P06003,Person_06003,63,Jaipur,Suspect
P06004,Person_06004,50,Surat,Associate
P06005,Person_06005,35,Ahmedabad,Suspect
P06006,Person_06006,28,Surat,Associate
P06007,Person_06007,33,Mumbai,Suspect
P06008,Person_06008,52,Rajkot,Associate
P06009,Person_06009,56,Vadodara,Associate
P06010,Person_06010,58,Kolkata,Person of Interest
P06011,Person_06011,32,Mumbai,Suspect
P06012,Person_06012,31,Hyderabad,Person of Interest
P06013,Person_06013,57,Jaipur,Person of Interest
P06014,Person_06014,57,Surat,Associate
P06015,Person_06015,44,Surat,Suspect
P06016,Person_06016,56,Ahmedabad,Witness
P06017,Person_06017,33,Mumbai,Suspect
P06018,Person_06018,56,Pune,Suspect
P06019,Person_06019,59,Indore,Associate
P06020,Person_06020,24,Kolkata,Suspect
P06021,Person_06021,54,Delhi,Suspect
P06022,Person_06022,60,Mumbai,Person of Interest
P06023,Person_06023,53,Kolkata,Associate
P06024,Person_06024,38,Delhi,Suspect
P06025,Person_06025,54,Ahmedabad,Suspect
P06026,Person_06026,39,Bengaluru,Suspect
P06027,Person_06027,49,Pune,Suspect
P06028,Person_06028,43,Pune,Associate
P06029,Person_06029,34,Surat,Associate
P06030,Person_06030,58,Mumbai,Witness
P06031,Person_06031,21,Hyderabad,Person of Interest
P06032,Person_06032,27,Ahmedabad,Suspect
P06033,Person_06033,61,Rajkot,Person of Interest
P06034,Person_06034,60,Bengaluru,Associate
P06035,Person_06035,44,Indore,Suspect
P06036,Person_06036,55,Delhi,Suspect
P06037,Person_06037,31,Pune,Suspect
P06038,Person_06038,53,Rajkot,Suspect
P06039,Person_06039,38,Rajkot,Associate
P06040,Person_06040,35,Mumbai,Suspect
P06041,Person_06041,46,Vadodara,Associate
P06042,Person_06042,25,Hyderabad,Suspect
P06043,Person_06043,24,Bengaluru,Associate
P06044,Person_06044,33,Surat,Witness
P06045,Person_06045,37,Pune,Associate
P06046,Person_06046,24,Hyderabad,Person of Interest
P06047,Person_06047,52,Pune,Suspect
P06048,Person_06048,50,Pune,Suspect
P06049,Person_06049,53,Rajkot,Suspect
P06050,Person_06050,39,Surat,Associate
P06051,Person_06051,28,Kolkata,Suspect
P06052,Person_06052,36,Rajkot,Suspect
P06053,Person_06053,27,Rajkot,Person of Interest
P06054,Person_06054,23,Surat,Suspect
P06055,Person_06055,50,Pune,Associate
P06056,Person_06056,38,Vadodara,Suspect
P06057,Person_06057,58,Kolkata,Suspect
P06058,Person_06058,49,Pune,Person of Interest
P06059,Person_06059,33,Ahmedabad,Associate
P06060,Person_06060,29,Surat,Person of Interest
P06061,Person_06061,22,Vadodara,Suspect
P06062,Person_06062,24,Bengaluru,Person of Interest
P06063,Person_06063,63,Bengaluru,Witness
P06064,Person_06064,21,Jaipur,Suspect
P06065,Person_06065,25,Hyderabad,Suspect
P06066,Person_06066,58,Pune,Witness
P06067,Person_06067,30,Rajkot,Associate
P06068,Person_06068,60,Indore,Person of Interest
P06069,Person_06069,54,Bengaluru,Person of Interest
P06070,Person_06070,27,Ahmedabad,Person of Interest
P06071,Person_06071,61,Pune,Suspect
P06072,Person_06072,58,Indore,Suspect
P06073,Person_06073,26,Pune,Associate
P06074,Person_06074,26,Bengaluru,Suspect
P06075,Person_06075,53,Mumbai,Suspect
P06076,Person_06076,22,Delhi,Associate
P06077,Person_06077,49,Vadodara,Suspect
P06078,Person_06078,62,Pune,Associate
P06079,Person_06079,59,Bengaluru,Suspect
P06080,Person_06080,22,Kolkata,Suspect
P06081,Person_06081,27,Rajkot,Associate
P06082,Person_06082,29,Rajkot,Associate
P06083,Person_06083,27,Indore,Suspect
P06084,Person_06084,42,Mumbai,Associate
P06085,Person_06085,46,Pune,Associate
P06086,Person_06086,39,Mumbai,Witness
P06087,Person_06087,53,Vadodara,Witness
P06088,Person_06088,49,Vadodara,Suspect
P06089,Person_06089,33,Ahmedabad,Associate
P06090,Person_06090,46,Hyderabad,Suspect
P06091,Person_06091,25,Jaipur,Suspect
P06092,Person_06092,64,Rajkot,Associate
P06093,Person_06093,62,Rajkot,Person of Interest
P06094,Person_06094,50,Pune,Suspect
P06095,Person_06095,36,Jaipur,Suspect
P06096,Person_06096,42,Bengaluru,Associate
P06097,Person_06097,61,Bengaluru,Person of Interest
P06098,Person_06098,38,Delhi,Suspect
P06099,Person_06099,40,Mumbai,Suspect
P06100,Person_06100,41,Vadodara,Suspect
P06101,Person_06101,29,Hyderabad,Suspect
P06102,Person_06102,25,Pune,Suspect
P06103,Person_06103,41,Kolkata,Person of Interest
P06104,Person_06104,37,Vadodara,Suspect
P06105,Person_06105,44,Hyderabad,Associate
P06106,Person_06106,54,Rajkot,Suspect
P06107,Person_06107,46,Bengaluru,Associate
P06108,Person_06108,62,Vadodara,Suspect
P06109,Person_06109,56,Delhi,Person of Interest
P06110,Person_06110,47,Hyderabad,Suspect
P06111,Person_06111,36,Mumbai,Suspect
P06112,Person_06112,54,Surat,Suspect
P06113,Person_06113,63,Mumbai,Associate
P06114,Person_06114,55,Pune,Suspect
P06115,Person_06115,37,Vadodara,Suspect
P06116,Person_06116,44,Pune,Associate
P06117,Person_06117,59,Vadodara,Suspect
P06118,Person_06118,34,Mumbai,Person of Interest
P06119,Person_06119,53,Hyderabad,Suspect
P06120,Person_06120,30,Rajkot,Suspect
P06121,Person_06121,24,Mumbai,Witness
P06122,Person_06122,54,Bengaluru,Associate
P06123,Person_06123,62,Vadodara,Suspect
P06124,Person_06124,33,Hyderabad,Suspect
P06125,Person_06125,21,Rajkot,Person of Interest
P06126,Person_06126,33,Indore,Suspect
P06127,Person_06127,34,Hyderabad,Associate
P06128,Person_06128,38,Jaipur,Suspect
P06129,Person_06129,48,Kolkata,Witness
P06130,Person_06130,53,Vadodara,Suspect
P06131,Person_06131,30,Pune,Person of Interest
P06132,Person_06132,27,Surat,Suspect
P06133,Person_06133,52,Pune,Person of Interest
P06134,Person_06134,56,Indore,Associate
P06135,Person_06135,51,Hyderabad,Suspect
P06136,Person_06136,48,Hyderabad,Person of Interest
P06137,Person_06137,22,Pune,Suspect
P06138,Person_06138,51,Rajkot,Suspect
P06139,Person_06139,56,Ahmedabad,Suspect
P06140,Person_06140,32,Rajkot,Associate
P06141,Person_06141,56,Ahmedabad,Suspect
P06142,Person_06142,33,Pune,Suspect
P06143,Person_06143,52,Pune,Suspect
P06144,Person_06144,45,Kolkata,Person of Interest
P06145,Person_06145,59,Indore,Associate
P06146,Person_06146,39,Indore,Suspect
P06147,Person_06147,23,Surat,Suspect
P06148,Person_06148,26,Pune,Suspect
P06149,Person_06149,31,Indore,Associate
P06150,Person_06150,31,Delhi,Suspect
P06151,Person_06151,53,Hyderabad,Person of Interest
P06152,Person_06152,46,Jaipur,Associate
P06153,Person_06153,30,Surat,Suspect
P06154,Person_06154,21,Vadodara,Person of Interest
P06155,Person_06155,55,Indore,Suspect
P06156,Person_06156,61,Bengaluru,Suspect
P06157,Person_06157,28,Jaipur,Suspect
P06158,Person_06158,49,Surat,Suspect
P06159,Person_06159,22,Kolkata,Suspect
P06160,Person_06160,61,Rajkot,Suspect
P06161,Person_06161,28,Bengaluru,Person of Interest
P06162,Person_06162,36,Hyderabad,Person of Interest
P06163,Person_06163,48,Indore,Suspect
P06164,Person_06164,36,Hyderabad,Associate
P06165,Person_06165,54,Indore,Suspect
P06166,Person_06166,32,Rajkot,Suspect
P06167,Person_06167,40,Surat,Suspect
P06168,Person_06168,34,Surat,Suspect
P06169,Person_06169,50,Mumbai,Person of Interest
P06170,Person_06170,58,Indore,Associate
P06171,Person_06171,47,Kolkata,Suspect
P06172,Person_06172,54,Indore,Suspect
P06173,Person_06173,52,Jaipur,Person of Interest
P06174,Person_06174,36,Mumbai,Person of Interest
P06175,Person_06175,21,Indore,Person of Interest
P06176,Person_06176,61,Bengaluru,Suspect
P06177,Person_06177,58,Pune,Person of Interest
P06178,Person_06178,41,Rajkot,Person of Interest
P06179,Person_06179,52,Indore,Associate
P06180,Person_06180,31,Bengaluru,Suspect
P06181,Person_06181,37,Surat,Associate
P06182,Person_06182,56,Jaipur,Suspect
P06183,Person_06183,34,Vadodara,Suspect
P06184,Person_06184,44,Mumbai,Person of Interest
P06185,Person_06185,64,Kolkata,Associate
P06186,Person_06186,50,Jaipur,Suspect
P06187,Person_06187,39,Ahmedabad,Suspect
P06188,Person_06188,22,Mumbai,Suspect
P06189,Person_06189,32,Bengaluru,Associate
P06190,Person_06190,57,Jaipur,Witness
P06191,Person_06191,24,Pune,Suspect
P06192,Person_06192,40,Surat,Person of Interest
P06193,Person_06193,34,Vadodara,Person of Interest
P06194,Person_06194,49,Hyderabad,Associate
P06195,Person_06195,48,Indore,Witness
P06196,Person_06196,62,Mumbai,Suspect
P06197,Person_06197,59,Surat,Suspect
P06198,Person_06198,30,Vadodara,Person of Interest
P06199,Person_06199,44,Delhi,Suspect
P06200,Person_06200,39,Indore,Person of Interest
P06201,Person_06201,32,Surat,Suspect
P06202,Person_06202,27,Surat,Associate
P06203,Person_06203,44,Bengaluru,Person of Interest
P06204,Person_06204,30,Mumbai,Suspect
P06205,Person_06205,56,Indore,Suspect
P06206,Person_06206,29,Delhi,Associate
P06207,Person_06207,39,Jaipur,Suspect
P06208,Person_06208,27,Ahmedabad,Associate
P06209,Person_06209,22,Pune,Person of Interest
P06210,Person_06210,36,Mumbai,Suspect
P06211,Person_06211,21,Pune,Associate
P06212,Person_06212,24,Delhi,Associate
P06213,Person_06213,27,Delhi,Suspect
P06214,Person_06214,24,Hyderabad,Suspect
P06215,Person_06215,43,Vadodara,Associate
P06216,Person_06216,23,Mumbai,Associate
P06217,Person_06217,50,Pune,Associate
P06218,Person_06218,57,Kolkata,Suspect
P06219,Person_06219,27,Rajkot,Associate
P06220,Person_06220,29,Kolkata,Person of Interest
P06221,Person_06221,55,Pune,Suspect
P06222,Person_06222,34,Vadodara,Suspect
P06223,Person_06223,57,Indore,Person of Interest
P06224,Person_06224,45,Kolkata,Person of Interest
P06225,Person_06225,53,Jaipur,Associate
P06226,Person_06226,53,Bengaluru,Suspect
P06227,Person_06227,46,Vadodara,Suspect
P06228,Person_06228,21,Surat,Suspect
P06229,Person_06229,30,Kolkata,Suspect
P06230,Person_06230,41,Delhi,Associate
P06231,Person_06231,23,Bengaluru,Person of Interest
P06232,Person_06232,60,Kolkata,Suspect
P06233,Person_06233,22,Bengaluru,Associate
P06234,Person_06234,40,Vadodara,Suspect
P06235,Person_06235,26,Pune,Associate
P06236,Person_06236,27,Indore,Suspect
P06237,Person_06237,49,Jaipur,Associate
P06238,Person_06238,49,Kolkata,Associate
P06239,Person_06239,29,Mumbai,Suspect
P06240,Person_06240,63,Ahmedabad,Associate
P06241,Person_06241,42,Bengaluru,Suspect
P06242,Person_06242,64,Jaipur,Associate
P06243,Person_06243,22,Surat,Witness
P06244,Person_06244,24,Delhi,Witness
P06245,Person_06245,37,Mumbai,Suspect
P06246,Person_06246,37,Hyderabad,Suspect
P06247,Person_06247,50,Ahmedabad,Associate
P06248,Person_06248,49,Delhi,Witness
P06249,Person_06249,48,Bengaluru,Associate
P06250,Person_06250,37,Bengaluru,Person of Interest
P06251,Person_06251,42,Surat,Suspect
P06252,Person_06252,34,Bengaluru,Suspect
P06253,Person_06253,27,Bengaluru,Suspect
P06254,Person_06254,48,Surat,Associate
P06255,Person_06255,41,Surat,Person of Interest
P06256,Person_06256,44,Jaipur,Suspect
P06257,Person_06257,30,Ahmedabad,Associate
P06258,Person_06258,36,Indore,Suspect
P06259,Person_06259,27,Surat,Person of Interest
P06260,Person_06260,49,Indore,Suspect
P06261,Person_06261,28,Mumbai,Suspect
P06262,Person_06262,62,Delhi,Suspect
P06263,Person_06263,59,Delhi,Suspect
P06264,Person_06264,25,Rajkot,Person of Interest
P06265,Person_06265,24,Pune,Suspect
P06266,Person_06266,39,Indore,Suspect
P06267,Person_06267,27,Bengaluru,Person of Interest
P06268,Person_06268,59,Bengaluru,Associate
P06269,Person_06269,51,Bengaluru,Associate
P06270,Person_06270,55,Bengaluru,Suspect
P06271,Person_06271,50,Hyderabad,Suspect
P06272,Person_06272,41,Rajkot,Suspect
P06273,Person_06273,51,Surat,Suspect
P06274,Person_06274,54,Pune,Suspect
P06275,Person_06275,41,Kolkata,Person of Interest
P06276,Person_06276,48,Indore,Person of Interest
P06277,Person_06277,37,Rajkot,Suspect
P06278,Person_06278,42,Surat,Person of Interest
P06279,Person_06279,50,Mumbai,Associate
P06280,Person_06280,21,Rajkot,Suspect
P06281,Person_06281,42,Kolkata,Person of Interest
P06282,Person_06282,24,Hyderabad,Person of Interest
P06283,Person_06283,57,Hyderabad,Associate
P06284,Person_06284,39,Surat,Person of Interest
P06285,Person_06285,34,Vadodara,Associate
P06286,Person_06286,63,Vadodara,Associate
P06287,Person_06287,25,Ahmedabad,Associate
P06288,Person_06288,59,Bengaluru,Associate
P06289,Person_06289,57,Mumbai,Associate
P06290,Person_06290,49,Ahmedabad,Person of Interest
P06291,Person_06291,53,Surat,Person of Interest
P06292,Person_06292,58,Ahmedabad,Person of Interest
P06293,Person_06293,62,Hyderabad,Suspect
P06294,Person_06294,26,Bengaluru,Suspect
P06295,Person_06295,62,Hyderabad,Suspect
P06296,Person_06296,41,Delhi,Witness
P06297,Person_06297,56,Kolkata,Suspect
P06298,Person_06298,56,Ahmedabad,Person of Interest
P06299,Person_06299,22,Hyderabad,Witness
P06300,Person_06300,51,Rajkot,Suspect
P06301,Person_06301,59,Vadodara,Suspect
P06302,Person_06302,61,Mumbai,Suspect
P06303,Person_06303,44,Mumbai,Person of Interest
P06304,Person_06304,57,Pune,Suspect
P06305,Person_06305,51,Ahmedabad,Suspect
P06306,Person_06306,35,Rajkot,Suspect
P06307,Person_06307,30,Jaipur,Person of Interest
P06308,Person_06308,53,Surat,Suspect
P06309,Person_06309,27,Mumbai,Associate
P06310,Person_06310,41,Surat,Associate
P06311,Person_06311,29,Kolkata,Associate
P06312,Person_06312,27,Surat,Associate
P06313,Person_06313,27,Kolkata,Suspect
P06314,Person_06314,36,Pune,Suspect
P06315,Person_06315,34,Delhi,Associate
P06316,Person_06316,61,Delhi,Suspect
P06317,Person_06317,60,Bengaluru,Associate
P06318,Person_06318,33,Jaipur,Associate
P06319,Person_06319,58,Pune,Person of Interest
P06320,Person_06320,44,Pune,Associate
P06321,Person_06321,35,Jaipur,Suspect
P06322,Person_06322,47,Kolkata,Suspect
P06323,Person_06323,33,Kolkata,Person of Interest
P06324,Person_06324,38,Bengaluru,Associate
P06325,Person_06325,36,Indore,Person of Interest
P06326,Person_06326,33,Bengaluru,Suspect
P06327,Person_06327,58,Jaipur,Person of Interest
P06328,Person_06328,55,Pune,Witness
P06329,Person_06329,56,Ahmedabad,Person of Interest
P06330,Person_06330,63,Mumbai,Associate
P06331,Person_06331,35,Delhi,Person of Interest
P06332,Person_06332,52,Delhi,Person of Interest
P06333,Person_06333,34,Hyderabad,Suspect
P06334,Person_06334,28,Pune,Person of Interest
P06335,Person_06335,51,Rajkot,Suspect
P06336,Person_06336,45,Jaipur,Suspect
P06337,Person_06337,27,Kolkata,Associate
P06338,Person_06338,55,Bengaluru,Suspect
P06339,Person_06339,30,Pune,Person of Interest
P06340,Person_06340,27,Ahmedabad,Suspect
P06341,Person_06341,60,Vadodara,Suspect
P06342,Person_06342,40,Ahmedabad,Suspect
P06343,Person_06343,24,Hyderabad,Suspect
P06344,Person_06344,42,Ahmedabad,Suspect
P06345,Person_06345,21,Hyderabad,Associate
P06346,Person_06346,24,Vadodara,Associate
P06347,Person_06347,31,Bengaluru,Suspect
P06348,Person_06348,57,Delhi,Person of Interest
P06349,Person_06349,36,Jaipur,Person of Interest
P06350,Person_06350,31,Bengaluru,Suspect
P06351,Person_06351,36,Bengaluru,Person of Interest
P06352,Person_06352,61,Pune,Suspect
P06353,Person_06353,61,Ahmedabad,Suspect
P06354,Person_06354,53,Bengaluru,Person of Interest
P06355,Person_06355,53,Vadodara,Associate
P06356,Person_06356,38,Vadodara,Person of Interest
P06357,Person_06357,36,Mumbai,Suspect
P06358,Person_06358,51,Rajkot,Suspect
P06359,Person_06359,28,Bengaluru,Suspect
P06360,Person_06360,25,Rajkot,Suspect
P06361,Person_06361,52,Mumbai,Associate
P06362,Person_06362,47,Jaipur,Suspect
P06363,Person_06363,31,Vadodara,Suspect
P06364,Person_06364,60,Kolkata,Person of Interest
P06365,Person_06365,49,Indore,Suspect
P06366,Person_06366,22,Jaipur,Suspect
P06367,Person_06367,54,Jaipur,Suspect
P06368,Person_06368,21,Bengaluru,Person of Interest
P06369,Person_06369,58,Vadodara,Witness
P06370,Person_06370,51,Jaipur,Person of Interest
P06371,Person_06371,44,Vadodara,Suspect
P06372,Person_06372,42,Bengaluru,Associate
P06373,Person_06373,46,Delhi,Suspect
P06374,Person_06374,41,Kolkata,Suspect
P06375,Person_06375,41,Bengaluru,Suspect
P06376,Person_06376,60,Bengaluru,Suspect
P06377,Person_06377,55,Delhi,Associate
P06378,Person_06378,23,Jaipur,Associate
P06379,Person_06379,50,Bengaluru,Associate
P06380,Person_06380,42,Delhi,Suspect
P06381,Person_06381,48,Ahmedabad,Associate
P06382,Person_06382,33,Indore,Associate
P06383,Person_06383,43,Rajkot,Suspect
P06384,Person_06384,50,Delhi,Suspect
P06385,Person_06385,63,Hyderabad,Suspect
P06386,Person_06386,36,Vadodara,Suspect
P06387,Person_06387,31,Bengaluru,Suspect
P06388,Person_06388,27,Indore,Suspect
P06389,Person_06389,38,Surat,Suspect
P06390,Person_06390,63,Ahmedabad,Person of Interest
P06391,Person_06391,62,Surat,Person of Interest
P06392,Person_06392,39,Indore,Associate
P06393,Person_06393,46,Vadodara,Suspect
P06394,Person_06394,45,Indore,Person of Interest
P06395,Person_06395,35,Bengaluru,Suspect
P06396,Person_06396,24,Mumbai,Suspect
P06397,Person_06397,62,Mumbai,Associate
P06398,Person_06398,63,Bengaluru,Associate
P06399,Person_06399,50,Pune,Suspect
P06400,Person_06400,23,Mumbai,Suspect
P06401,Person_06401,55,Rajkot,Suspect
P06402,Person_06402,30,Vadodara,Associate
P06403,Person_06403,59,Indore,Suspect
P06404,Person_06404,52,Jaipur,Person of Interest
P06405,Person_06405,45,Delhi,Associate
P06406,Person_06406,52,Rajkot,Suspect
P06407,Person_06407,36,Indore,Suspect
P06408,Person_06408,48,Mumbai,Associate
P06409,Person_06409,35,Pune,Witness
P06410,Person_06410,40,Bengaluru,Person of Interest
P06411,Person_06411,54,Mumbai,Witness
P06412,Person_06412,64,Surat,Associate
P06413,Person_06413,25,Pune,Suspect
P06414,Person_06414,62,Kolkata,Person of Interest
P06415,Person_06415,26,Jaipur,Suspect
P06416,Person_06416,38,Vadodara,Associate
P06417,Person_06417,37,Mumbai,Person of Interest
P06418,Person_06418,32,Jaipur,Suspect
P06419,Person_06419,26,Delhi,Person of Interest
P06420,Person_06420,61,Vadodara,Person of Interest
P06421,Person_06421,58,Indore,Witness
P06422,Person_06422,53,Vadodara,Associate
P06423,Person_06423,43,Delhi,Associate
P06424,Person_06424,24,Surat,Person of Interest
P06425,Person_06425,34,Jaipur,Person of Interest
P06426,Person_06426,40,Mumbai,Suspect
P06427,Person_06427,41,Mumbai,Person of Interest
P06428,Person_06428,54,Surat,Suspect
P06429,Person_06429,49,Pune,Associate
P06430,Person_06430,33,Hyderabad,Suspect
P06431,Person_06431,26,Mumbai,Suspect
P06432,Person_06432,27,Delhi,Associate
P06433,Person_06433,21,Hyderabad,Suspect
P06434,Person_06434,50,Mumbai,Person of Interest
P06435,Person_06435,52,Pune,Witness
P06436,Person_06436,45,Kolkata,Person of Interest
P06437,Person_06437,31,Bengaluru,Person of Interest
P06438,Person_06438,47,Ahmedabad,Person of Interest
P06439,Person_06439,52,Jaipur,Associate
P06440,Person_06440,38,Pune,Suspect
P06441,Person_06441,33,Bengaluru,Associate
P06442,Person_06442,23,Pune,Suspect
P06443,Person_06443,43,Ahmedabad,Associate
P06444,Person_06444,55,Mumbai,Person of Interest
P06445,Person_06445,27,Delhi,Witness
P06446,Person_06446,22,Surat,Person of Interest
P06447,Person_06447,64,Bengaluru,Suspect
P06448,Person_06448,53,Kolkata,Suspect
P06449,Person_06449,40,Indore,Witness
P06450,Person_06450,60,Ahmedabad,Suspect
P06451,Person_06451,46,Indore,Suspect
P06452,Person_06452,47,Pune,Person of Interest
P06453,Person_06453,63,Delhi,Associate
P06454,Person_06454,46,Indore,Associate
P06455,Person_06455,27,Hyderabad,Person of Interest
P06456,Person_06456,45,Hyderabad,Person of Interest
P06457,Person_06457,46,Rajkot,Associate
P06458,Person_06458,48,Kolkata,Person of Interest
P06459,Person_06459,62,Bengaluru,Suspect
P06460,Person_06460,59,Rajkot,Person of Interest
P06461,Person_06461,36,Mumbai,Associate
P06462,Person_06462,38,Rajkot,Suspect
P06463,Person_06463,51,Jaipur,Suspect
P06464,Person_06464,55,Pune,Associate
P06465,Person_06465,28,Jaipur,Person of Interest
P06466,Person_06466,39,Delhi,Suspect
P06467,Person_06467,60,Vadodara,Associate
P06468,Person_06468,62,Ahmedabad,Suspect
P06469,Person_06469,32,Indore,Person of Interest
P06470,Person_06470,39,Ahmedabad,Associate
P06471,Person_06471,52,Delhi,Suspect
P06472,Person_06472,62,Delhi,Suspect
P06473,Person_06473,25,Ahmedabad,Suspect
P06474,Person_06474,35,Indore,Associate
P06475,Person_06475,46,Hyderabad,Witness
P06476,Person_06476,60,Surat,Suspect
P06477,Person_06477,57,Delhi,Suspect
P06478,Person_06478,36,Hyderabad,Person of Interest
P06479,Person_06479,33,Surat,Suspect
P06480,Person_06480,24,Rajkot,Associate
P06481,Person_06481,49,Bengaluru,Person of Interest
P06482,Person_06482,44,Kolkata,Witness
P06483,Person_06483,42,Ahmedabad,Associate
P06484,Person_06484,35,Jaipur,Suspect
P06485,Person_06485,23,Surat,Person of Interest
P06486,Person_06486,58,Rajkot,Suspect
P06487,Person_06487,55,Delhi,Suspect
P06488,Person_06488,40,Rajkot,Suspect
P06489,Person_06489,59,Delhi,Associate
P06490,Person_06490,56,Surat,Associate
P06491,Person_06491,36,Delhi,Suspect
P06492,Person_06492,39,Kolkata,Associate
P06493,Person_06493,53,Delhi,Associate
P06494,Person_06494,46,Kolkata,Suspect
P06495,Person_06495,56,Pune,Suspect
P06496,Person_06496,39,Delhi,Suspect
P06497,Person_06497,50,Surat,Person of Interest
P06498,Person_06498,49,Pune,Associate
